mturkcode,q1,q9,q15,q14_1,q14_2,q14_3,q14_4,q17_1_text,q17_2_text,q17_3_text,q17_4_text,q17_5_text,q17_6_text,q16_1_rank,q16_2_rank,q16_3_rank,q16_4_rank,q16_5_rank,q11_1_text,q11_2_text,q11_3_text,q11_4_text,q11_5_text,q11_6_text,video_type,attention_correct
701353736,30,Male,A city,,,Bird,,5,3,4,2,1,4,1,2,5,3,4,4,6,5,3,4,3,I,true
5186089659,39,Male,A small town or suburban area,,Cat,,,14,14,7,5,4,3,1,2,3,4,5,14,14,10,7,5,3,I,true
1944629237,48,Female,A small town or suburban area,Dog,,,Fish,2,5,5,1,1,2,5,4,3,2,1,2,5,5,2,0,2,F,true
8524572155,30,Male,A rural area,Dog,,,,7,6,2,3,3,4,5,4,2,3,1,8,9,5,6,3,2,F,false
931354565,40,Male,A small town or suburban area,Dog,,,Fish,7,7,7,0,1,1,3,1,4,2,5,7,7,7,0,2,2,F,true
7901772158,34,Male,A small town or suburban area,,,,,5,2,7,2,1,3,1,3,4,5,2,4,3,7,3,2,2,P,true
1699135284,22,Male,A small town or suburban area,,,,,3,3,5,3,1,2,1,2,4,3,5,3,1,5,3,2,2,F,true
2006851751,25,Male,A city,Dog,,,,3,3,3,4,1,0,5,2,4,1,3,4,3,2,4,0,0,F,true
1677233814,28,Female,A city,Dog,,,,4,4,2,1,1,0,5,3,4,2,1,3,4,2,1,0,0,P,true
3048059274,25,Female,A small town or suburban area,,,,,5,5,4,3,4,2,5,4,2,3,1,7,7,4,5,2,1,I,true
2461330885,64,Male,A small town or suburban area,,,,,5,6,7,2,6,1,1,3,4,5,2,6,5,7,2,6,2,F,true
1540875276,24,Female,A city,Dog,,,,5,5,1,2,3,1,3,5,4,1,2,6,6,2,1,2,1,I,false
4463473265,21,Male,A city,,,,,3,2,6,6,2,1,2,1,3,4,5,3,3,5,6,3,2,F,true
3388394354,24,Male,A city,,Cat,,,6,4,7,7,0,0,4,1,2,5,3,7,5,7,7,2,0,I,true
1756289168,61,Male,A small town or suburban area,Dog,Cat,Bird,Fish,7,6,3,4,1,1,5,3,2,4,1,7,7,2,4,1,1,P,true
9159796130,32,Female,A rural area,Dog,Cat,,,3,1,3,0,1,1,2,1,3,5,4,3,0,3,0,2,1,P,true
8810753617,23,Male,A small town or suburban area,,,Bird,,7,7,7,10,10,3,1,4,2,3,5,7,7,3,10,4,4,F,true
1390888099,24,Female,A rural area,,,,,5,4,7,5,0,4,5,2,3,1,4,6,5,5,4,0,4,P,true
3083139737,36,Male,A city,Dog,,,,7,0,0,3,2,1,2,3,4,5,1,7,0,0,3,2,0,I,true
4218849129,54,Male,A rural area,,Cat,,,7,4,3,3,1,1,1,3,2,5,4,7,4,3,4,1,2,P,true
855730324,29,Male,A city,,,,,4,4,4,4,0,0,5,3,1,4,2,1,1,1,1,1,1,I,true
5789214358,49,Female,A city,,Cat,,,2,2,0,0,2,0,1,4,3,2,5,1,1,1,1,1,2,P,false
3326797713,24,Male,A city,Dog,,,,3,4,7,2,2,0,1,2,5,4,3,3,4,7,1,1,0,F,true
6708707334,51,Male,A small town or suburban area,,Cat,,,7,4,0,4,2,2,3,1,4,5,2,5,4,2,4,2,2,I,true
935041420,32,Female,A small town or suburban area,,Cat,,,7,7,0,6,2,2,2,1,3,5,4,7,7,0,5,2,2,I,true
9146363562,31,Male,A city,,,,,14,0,1,3,0,0,4,1,2,5,3,14,0,0,3,1,1,P,true
9580903798,30,Male,A small town or suburban area,Dog,,,,20,14,0,7,3,1,3,1,4,5,2,20,14,0,7,3,1,I,true
3524070377,30,Male,A small town or suburban area,,Cat,,,7,7,5,7,4,0,1,3,2,5,4,5,5,5,7,4,1,F,true
7622948172,38,Female,A small town or suburban area,,,,,7,7,7,3,2,1,1,2,5,4,3,7,7,7,3,2,2,I,true
7196660148,30,Male,A city,Dog,,,,4,1,3,5,3,1,2,1,3,4,5,5,1,2,5,2,1,F,true
7429752154,43,Female,A city,,Cat,,,7,7,7,0,0,0,5,4,3,2,1,7,7,7,0,0,0,P,true
6339710005,28,Female,A city,,,Bird,,6,5,2,4,0,1,5,1,2,4,3,5,7,0,5,0,0,I,true
44424985,37,Male,A small town or suburban area,Dog,Cat,,,0,0,5,2,6,1,1,2,3,4,5,0,0,5,4,4,0,F,true
5739166019,36,Female,A small town or suburban area,Dog,,,,12,21,14,5,0,0,5,4,1,2,3,15,21,14,6,0,0,F,true
4922879515,63,Male,A city,Dog,,,,7,7,7,4,3,1,1,3,5,4,2,7,7,7,4,4,1,I,true
1994178351,35,Male,A small town or suburban area,,Cat,,,2,2,2,2,2,2,5,1,3,4,2,1,1,0,1,2,0,I,true
4482624982,30,Male,A small town or suburban area,Dog,,,,7,4,7,3,3,0,3,2,4,5,1,7,7,3,3,2,2,,
6908323094,58,Female,A small town or suburban area,,,,,2,0,0,0,2,2,1,3,2,5,4,1,1,0,1,1,0,F,true
9657332268,53,Female,A small town or suburban area,,Cat,,,6,4,8,2,1,2,2,1,4,5,3,6,4,9,2,1,2,I,true
4482083600,68,Female,A rural area,,,,,3,2,5,2,3,0,1,3,2,5,4,4,3,5,2,3,0,F,true
6062623434,44,Female,A city,,,,,7,7,7,1,7,3,1,2,5,4,3,7,7,7,2,4,0,P,true
1210341281,86,Female,A small town or suburban area,Dog,Cat,,,21,21,0,4,0,0,5,4,3,2,1,21,21,0,4,0,0,P,true
297851427,23,Male,A city,,,,,2,1,1,2,2,5,1,3,5,2,4,2,1,4,3,1,4,F,true
4240201432,26,Male,A small town or suburban area,,,,,5,2,4,2,4,1,1,5,4,3,2,4,2,4,3,5,1,I,true
7894834359,32,Male,A city,Dog,,,,7,7,7,7,3,2,4,3,1,5,2,7,7,7,7,2,2,I,true
1254232143,70,Female,A rural area,,,,,12,6,7,4,8,2,1,2,3,5,4,10,7,7,6,8,2,F,true
8633473794,65,Male,A small town or suburban area,,,,,7,7,3,2,2,0,2,1,4,5,3,7,7,3,2,2,1,I,true
7519334834,46,Male,A small town or suburban area,Dog,,,,3,3,7,1,7,1,3,1,2,4,5,2,2,5,4,7,1,P,true
8139888658,39,Female,A rural area,Dog,Cat,,,3,0,0,2,5,0,2,1,4,5,3,3,0,1,2,3,1,I,true
2077566934,30,Male,A city,,Cat,,,21,12,4,2,2,2,4,3,5,1,2,21,10,5,2,2,3,P,true
4365134262,39,Female,A city,Dog,,,,7,7,0,0,1,0,3,4,5,2,1,7,7,0,0,1,0,F,true
1828163112,50,Male,A city,,,,Fish,7,3,6,2,6,3,1,2,3,5,4,7,5,7,3,7,2,F,true
983082600,35,Male,A city,Dog,,,,6,1,4,1,3,2,5,1,4,2,3,5,2,3,2,3,3,F,true
7201880547,28,Male,A small town or suburban area,Dog,Cat,,,3,2,2,2,1,2,4,3,1,2,5,3,2,3,3,1,2,P,true
6802475526,60,Female,A small town or suburban area,Dog,Cat,,,5,7,9,2,2,0,2,1,5,4,3,5,4,8,2,2,2,I,true
4743807553,33,Male,A city,Dog,,,,7,7,7,7,1,0,2,3,1,5,4,7,7,7,7,1,0,P,true
126208784,52,Male,A city,Dog,,,,12,7,8,2,2,0,4,3,5,1,2,10,8,7,3,2,1,F,true
4163252003,32,Male,A city,,,,,7,4,2,2,2,1,5,3,4,1,2,7,5,1,2,0,0,I,true
1094965040,64,Male,A city,Dog,,,,7,7,2,0,0,0,5,4,3,2,1,7,0,3,0,0,7,P,true
4120163335,30,Male,A city,Dog,,,,3,6,2,5,1,4,1,3,5,2,4,5,6,4,1,3,2,P,true
998249351,32,Male,A small town or suburban area,,Cat,,,7,7,0,0,0,0,5,4,3,2,1,7,7,0,0,0,0,F,true
5543455029,34,Male,A small town or suburban area,,Cat,,,4,7,5,2,1,3,1,3,4,5,2,7,7,3,3,2,3,F,true
290369736,32,Female,A city,Dog,,,Fish,7,3,5,7,2,1,4,5,1,3,2,7,3,5,5,2,1,I,true
5302164745,46,Male,A small town or suburban area,Dog,,,,5,2,10,5,3,1,3,1,2,5,4,7,3,10,5,3,1,I,true
4387937439,69,Female,A small town or suburban area,,,,,3,4,7,1,4,0,2,3,1,5,4,3,4,7,1,3,0,P,true
9543435527,53,Male,A city,,Cat,,,7,4,7,4,3,2,2,1,4,5,3,7,5,7,4,2,2,F,true
8930118074,37,Female,A small town or suburban area,Dog,,,,3,5,4,5,4,0,3,1,4,5,2,3,7,4,5,2,0,P,true
7371050552,44,Female,A small town or suburban area,Dog,,,,14,14,0,0,0,0,5,4,3,2,1,14,14,0,0,0,0,F,true
7395483711,53,Female,A city,Dog,,,,7,5,2,3,4,1,5,4,1,2,3,6,5,5,5,3,1,F,true
7992541235,32,Male,A city,Dog,,Bird,,0,1,4,0,16,0,1,2,4,3,5,0,3,5,5,15,3,P,true
3282770141,33,Male,A small town or suburban area,Dog,,,,6,7,7,2,3,1,2,1,3,4,5,6,7,7,2,3,1,F,true
9084126786,26,Male,A city,Dog,,,,3,4,2,6,0,0,3,2,5,4,1,4,5,2,6,1,0,I,true
285914824,31,Male,A city,Dog,Cat,,,2,4,5,4,2,1,1,2,3,5,4,5,3,4,4,3,1,P,true
524994106,33,Female,A city,,Cat,,,3,5,7,7,3,0,1,3,4,5,2,5,7,7,7,3,0,I,true
7911753067,34,Female,A rural area,Dog,,,,7,7,7,5,3,1,2,3,1,5,4,7,7,7,5,4,1,F,true
2753748395,22,Female,A city,Dog,,,,5,5,7,0,4,1,4,1,5,2,3,5,5,7,0,4,0,F,true
3657242967,46,Male,A small town or suburban area,Dog,Cat,,,4,4,3,3,3,1,2,1,3,5,4,4,3,3,3,2,1,P,true
478128432,58,Female,A city,,,,Fish,15,3,4,0,5,2,1,2,5,4,3,15,3,3,0,3,4,P,true
5115835010,48,Female,A small town or suburban area,Dog,,,,14,14,7,0,1,0,5,3,4,2,1,14,14,7,1,0,0,P,true
1211696844,51,Male,A city,Dog,Cat,,,10,7,3,2,4,0,5,1,4,3,2,10,7,3,2,4,0,I,true
561275035,56,Female,A small town or suburban area,,Cat,,,10,3,4,2,3,2,3,1,4,5,2,12,4,4,3,4,0,I,true
9939621528,32,Male,A small town or suburban area,,,,,7,7,2,2,1,0,1,2,4,5,3,7,7,2,2,1,0,I,true
3166302028,73,Male,A city,,Cat,,,7,3,7,2,0,0,5,1,4,3,2,7,3,7,2,0,0,P,true
7357321926,31,Male,A city,Dog,,,,7,1,30,0,2,0,2,1,4,5,3,7,3,24,2,3,0,P,true
4514217227,39,Male,A small town or suburban area,,Cat,,,7,0,4,8,7,4,1,2,4,5,3,7,0,4,8,8,8,F,true
1405554213,65,Male,A city,,,,,6,2,10,1,1,1,3,1,5,2,4,6,4,10,2,1,0,I,true
5488481456,40,Female,A city,,,,Fish,5,6,2,0,2,1,4,3,5,1,2,5,6,2,0,1,0,F,true
4983875178,21,Female,A small town or suburban area,,,,,7,10,10,5,5,0,3,1,5,2,4,5,5,12,3,5,0,I,true
1979824774,61,Female,A rural area,Dog,Cat,,Fish,7,7,5,5,3,1,3,1,2,5,4,7,7,5,4,3,1,I,true
5860143583,55,Female,A city,,,,,4,20,14,3,3,2,2,1,3,4,5,2,20,15,3,3,1,P,true
9168117968,36,Female,A city,,,,,18,12,6,3,4,1,3,1,4,5,2,20,14,4,4,2,1,I,true
870830784,27,Male,A city,Dog,,,,20,10,0,0,0,0,4,5,3,2,1,20,10,0,0,0,0,F,true
8851660448,33,Male,A city,,Cat,,,5,7,20,5,12,4,1,2,4,3,5,5,5,20,5,10,4,F,true
294159911,24,Male,A small town or suburban area,,Cat,,,7,5,0,5,4,1,1,2,5,4,3,5,5,1,3,5,3,P,true
210098964,70,Female,A city,Dog,,,,8,4,2,0,0,0,5,4,2,3,1,7,7,5,0,0,0,P,true
179392341,34,Female,A city,,Cat,,,7,5,7,7,3,2,1,2,3,4,5,7,6,7,6,2,1,I,true
3489104961,22,Male,A city,Dog,Cat,,,3,4,5,1,5,0,1,2,4,5,3,4,3,5,1,5,0,P,true
5333353360,43,Female,A small town or suburban area,Dog,,,,10,10,10,5,0,0,5,4,3,2,1,10,10,10,4,0,0,P,true
8913925094,28,Male,A city,Dog,Cat,,Fish,5,7,7,10,1,0,4,1,3,5,2,7,10,10,12,2,0,P,true
9141112258,29,Female,A rural area,Dog,,,,7,7,7,2,7,8,1,4,3,2,5,7,7,7,4,3,2,P,true
9157680212,65,Female,A small town or suburban area,,Cat,,,7,4,4,2,0,0,5,2,4,1,3,7,5,5,4,0,0,F,true
5935328127,30,Male,A rural area,Dog,Cat,,Fish,4,2,10,5,4,1,1,4,5,2,3,3,1,9,7,5,2,P,true
303592551,34,Male,A small town or suburban area,,,,Fish,4,5,7,1,0,3,4,3,2,5,1,5,7,7,4,1,4,I,true
4500293489,27,Female,A city,,,,,7,7,1,2,2,2,5,4,3,1,2,7,7,1,2,2,2,F,true
4952638610,48,Female,A small town or suburban area,Dog,,,,5,7,12,0,5,1,1,2,4,5,3,5,7,10,1,4,1,P,true
5984764974,35,Male,A small town or suburban area,Dog,,,,12,8,3,0,2,1,3,2,4,5,1,12,8,2,1,2,1,I,true
6374408649,22,Male,A rural area,Dog,,Bird,Fish,5,4,2,5,3,3,1,2,3,4,5,5,5,2,6,4,4,P,true
2961495458,47,Female,A small town or suburban area,Dog,Cat,,Fish,16,10,5,7,18,1,1,2,4,5,3,14,7,5,7,20,2,I,true
7177002360,26,Female,A small town or suburban area,Dog,,,,7,7,7,0,3,0,4,3,5,2,1,7,7,7,0,2,0,F,true
524469073,30,Male,A small town or suburban area,Dog,,,,7,7,5,2,1,1,5,4,3,2,1,7,7,5,4,0,0,P,true
4035744452,20,Male,A small town or suburban area,Dog,Cat,,,7,7,8,10,3,4,1,2,4,3,5,7,8,10,9,4,3,F,true
8266194821,57,Male,A rural area,,,,,6,5,2,7,4,3,2,1,5,4,3,6,7,2,7,3,3,P,false
7785485121,53,Male,A city,,Cat,,,15,7,35,4,2,0,5,2,4,1,3,20,15,35,5,2,0,F,true
4931719796,34,Female,A small town or suburban area,Dog,,,,7,5,7,3,1,0,1,5,4,2,3,7,7,7,3,1,0,F,true
8038510852,44,Female,A small town or suburban area,,,,,4,3,3,3,7,1,2,1,5,3,4,2,4,3,3,7,1,P,true
5556246740,37,Male,A small town or suburban area,Dog,,,,4,5,5,2,5,1,1,2,3,5,4,5,4,4,2,5,2,F,true
7239128747,35,Female,A rural area,,Cat,,,14,0,14,0,3,0,3,2,4,5,1,14,0,14,0,3,1,I,true
8797941892,55,Female,A rural area,Dog,,,,7,7,7,2,2,1,1,2,5,4,3,7,7,7,3,2,2,I,true
9341731192,35,Female,A small town or suburban area,Dog,Cat,,,4,2,3,1,1,0,3,1,2,5,4,5,3,5,2,1,0,I,true
1598270689,29,Female,A small town or suburban area,,Cat,,,4,1,3,0,2,2,4,1,5,2,3,3,3,4,0,3,3,I,true
9555772496,49,Male,A rural area,Dog,Cat,,,1,2,1,2,1,0,4,2,1,3,5,1,1,1,1,1,0,I,true
2893333462,54,Female,A small town or suburban area,,Cat,,,7,7,6,3,2,1,4,5,3,1,2,7,7,6,3,2,0,I,true
223515848,29,Female,A small town or suburban area,,Cat,,,7,5,2,0,2,0,5,4,3,2,1,7,7,1,0,0,0,F,true
7049637436,36,Female,A city,Dog,,,,12,10,6,7,0,0,5,2,3,4,1,14,10,8,7,1,0,F,true
5314144017,31,Male,A city,Dog,,,,45,12,54,4,1,541,1,2,3,4,5,4,8,7,6,5,1,F,false
6277003679,23,Male,A city,Dog,,,,0,1,7,0,7,0,1,2,4,3,5,0,2,7,0,7,0,F,true
7865830068,65,Female,A city,Dog,Cat,,,21,14,0,2,1,1,5,2,3,4,1,21,14,0,2,1,1,F,true
3067543338,38,Female,A city,,,,,7,7,7,3,4,5,1,4,2,5,3,7,5,7,5,5,4,I,true
6018427480,32,Female,A city,,Cat,,,7,5,2,4,2,0,4,1,3,5,2,7,5,3,4,2,0,F,true
5579283330,36,Female,A rural area,Dog,Cat,,,5,3,7,7,5,0,2,1,4,5,3,7,5,7,7,5,0,P,true
8286057044,51,Male,A rural area,Dog,,,,7,4,4,5,3,2,2,1,4,5,3,7,4,4,4,3,2,I,true
2173880394,63,Female,A small town or suburban area,Dog,Cat,,,7,0,7,3,3,2,4,1,3,5,2,10,0,5,3,4,2,F,true
8822943307,52,Female,A city,Dog,,,,6,5,7,0,2,1,1,2,3,5,4,7,5,5,2,3,3,P,true
5966815422,27,Female,A small town or suburban area,Dog,Cat,,,5,7,7,2,2,1,4,1,5,3,2,7,7,3,2,2,1,P,true
278107332,48,Male,A small town or suburban area,,Cat,,Fish,2,2,5,3,2,2,1,2,4,5,3,5,3,5,4,3,2,I,true
2784804226,35,Male,A city,,Cat,,,2,7,2,2,3,2,5,2,3,1,4,2,7,2,2,2,2,F,true
5353604923,27,Female,A small town or suburban area,,,,,7,7,3,1,3,0,5,1,3,4,2,7,7,3,3,1,0,I,true
3734920001,33,Male,A city,Dog,Cat,,,3,3,5,0,2,1,1,4,5,2,3,3,3,4,1,2,1,I,true
4793839943,29,Male,A city,,Cat,,,7,3,5,5,4,5,1,2,3,5,4,7,5,5,5,3,2,P,true
9752749740,70,Male,A city,Dog,,,,8,6,4,3,0,4,2,1,4,5,3,8,6,3,4,1,5,P,true
3046027356,41,Female,A small town or suburban area,Dog,Cat,,,5,14,14,2,10,0,2,5,1,4,3,10,14,14,2,10,1,P,true
3755592140,24,Male,A small town or suburban area,Dog,,,,3,7,7,6,3,7,2,1,5,4,3,5,5,7,3,7,7,P,true
5512225893,72,Male,A rural area,,Cat,,,7,3,2,4,1,1,5,4,2,3,1,7,4,5,5,3,2,P,true
8091117511,30,Female,A small town or suburban area,,Cat,,,10,3,10,0,4,6,3,1,5,2,4,10,3,10,0,3,4,P,true
9185950355,48,Female,A city,,Cat,,,5,0,7,7,4,0,1,3,2,5,4,7,0,7,7,3,2,F,true
6415263139,55,Female,A city,Dog,Cat,,,14,14,6,6,2,1,5,4,3,2,1,14,14,7,3,1,1,F,true
252726618,25,Male,A small town or suburban area,Dog,Cat,,,7,14,7,2,2,1,5,3,1,2,4,7,7,14,4,2,1,F,true
2280371976,20,Female,A small town or suburban area,Dog,,,,4,4,0,5,3,0,1,2,3,5,4,4,4,1,5,5,2,I,true
2859008945,35,Female,A rural area,Dog,,,,14,1,2,3,1,1,5,2,4,3,1,14,1,1,3,2,2,F,true
255028801,35,Male,A small town or suburban area,Dog,Cat,,,3,1,3,4,2,0,3,1,2,4,5,2,1,3,4,2,0,I,true
5417256886,39,Male,A small town or suburban area,Dog,,,,6,2,4,1,5,2,3,1,5,4,2,5,2,3,2,4,2,I,true
1713557546,29,Male,A city,,,,,3,2,1,2,2,1,4,1,3,5,2,2,3,2,2,2,2,F,true
9329807092,24,Female,A small town or suburban area,,Cat,,Fish,10,10,3,3,0,0,5,2,4,3,1,21,14,0,0,0,0,F,true
4333940013,50,Male,A city,Dog,Cat,,Fish,6,5,7,3,1,1,1,2,5,3,4,6,5,7,3,1,1,F,true
9600638272,25,Female,A city,,Cat,,,4,2,7,5,4,0,1,2,5,3,4,3,3,4,5,2,0,P,true
8329470427,34,Female,A city,Dog,Cat,Bird,Fish,20,20,7,2,0,0,5,3,4,2,1,20,20,7,1,0,0,I,true
9608826208,66,Female,A rural area,Dog,Cat,,,3,5,7,2,3,1,4,5,2,3,1,5,7,4,4,1,1,F,true
2837641029,34,Male,A small town or suburban area,Dog,,,,14,14,2,7,6,2,4,1,5,3,2,14,14,1,7,4,1,I,true
3289646073,70,Male,A small town or suburban area,,,,,7,7,2,5,1,2,2,1,5,4,3,7,7,1,5,1,2,P,true
3822182184,23,Female,A small town or suburban area,,Cat,,,10,10,3,3,1,0,5,1,4,3,2,10,8,5,2,2,0,P,true
8803583146,41,Female,A city,,Cat,,,7,7,7,3,1,0,4,1,3,5,2,7,7,7,2,0,0,I,true
2071130275,31,Male,A small town or suburban area,,Cat,,,7,4,4,2,2,1,2,3,4,5,1,7,6,4,3,3,1,I,true
8559314822,34,Female,A city,,Cat,,,6,7,7,0,0,0,5,4,3,1,2,7,7,6,0,0,0,I,true
5043317051,37,Male,A city,,Cat,,,5,0,3,1,5,0,5,1,4,2,3,7,3,4,3,1,0,P,true
8289667754,29,Male,A rural area,Dog,,,,5,2,20,2,4,1,1,5,4,2,3,10,5,20,2,2,2,I,true
9440892096,53,Female,A rural area,Dog,Cat,,,7,7,2,5,2,1,5,1,3,4,2,7,7,2,3,1,1,P,true
7173196412,30,Female,A small town or suburban area,,,,,20,5,1,5,0,0,5,4,3,2,1,12,3,1,3,0,0,F,true
7032407876,39,Male,A city,Dog,,,,4,5,0,5,1,1,2,1,3,4,5,5,5,0,5,4,2,P,true
1651766579,34,Female,A rural area,Dog,,,,7,5,7,3,3,0,1,3,4,5,2,7,7,7,4,2,1,I,true
