mturkcode,q1,q9,q15,q14_1,q14_2,q14_3,q14_4,q17_1_text,q17_2_text,q17_3_text,q17_4_text,q17_5_text,q17_6_text,q16_1_rank,q16_2_rank,q16_3_rank,q16_4_rank,q16_5_rank,q11_1_text,q11_2_text,q11_3_text,q11_4_text,q11_5_text,q11_6_text,video_type,attention_correct
7156010167,24,Female,A rural area,,,,,9,9,3,0,6,5,3,5,2,4,1,5,7,5,9,7,10,P,true
2237801030,23,Female,A City,,,,,7,2,2,8,5,7,2,5,4,3,1,7,5,10,0,5,1,F,true
1324966303,20,Male,A small town or suburban area,,,,,8,5,2,6,3,6,5,1,4,3,2,4,3,6,0,4,3,F,true
8315242687,25,Female,A City,,,,,10,5,4,0,4,6,5,3,2,1,4,6,2,1,9,5,8,P,true
831670090,22,Male,A rural area,,,,,0,8,0,6,5,6,4,5,3,2,1,2,10,5,10,6,2,F,true
3650150294,15,Female,A small town or suburban area,,,,,7,6,7,7,5,10,5,4,3,2,1,8,3,1,7,5,6,P,true
2733876993,19,Female,A City,,,,,6,5,7,1,4,7,1,4,2,5,3,0,2,8,1,4,0,I,true
7343583730,22,Female,A small town or suburban area,,,,,3,7,3,1,4,10,5,4,1,2,3,3,5,2,9,4,9,I,true
7118598646,20,Female,A City,,,,,1,4,1,2,5,2,3,4,1,2,5,4,7,4,2,6,1,F,true
4165038298,24,Male,A City,,,,,5,1,10,4,5,0,5,3,1,4,2,6,4,6,7,4,5,P,true
5179809858,22,Female,A small town or suburban area,,,,,2,4,9,8,4,1,2,4,1,3,5,4,9,8,7,5,10,P,true
3310791617,23,Female,A small town or suburban area,,Cat,,,7,2,9,3,0,0,4,5,1,3,2,10,1,4,8,0,0,F,true
2586277434,17,Female,A City,,,,,7,7,5,4,5,5,1,5,2,3,4,2,0,0,0,5,4,F,true
6301430258,22,Female,A farm,,,,,7,2,7,9,5,1,1,4,2,3,5,3,7,8,4,5,7,I,true
4626808520,25,Male,A City,,,,,0,10,0,10,6,3,1,3,4,5,2,3,9,1,5,5,0,I,true
5404859343,18,Male,A City,,Cat,,,10,6,7,2,5,9,1,4,2,5,3,6,10,10,10,5,4,I,true
1519173844,17,Female,A small town or suburban area,,,,,3,3,4,8,4,8,1,5,4,2,3,8,9,2,3,3,10,P,true
300980890,19,Female,A rural area,,,,,7,8,4,0,4,9,5,3,4,2,1,10,5,9,10,5,7,P,true
1636539422,25,Female,A City,,,,,5,3,8,9,4,5,3,1,4,5,2,0,7,8,4,3,3,F,true
4109222562,15,Male,A City,,Cat,,,2,5,5,6,4,4,4,1,5,2,3,10,0,3,2,3,4,I,true
7045600279,18,Male,A small town or suburban area,Dog,,,Fish,6,4,1,1,4,8,2,1,5,3,4,7,10,1,10,3,8,F,true
6104082097,24,Female,A farm,,,,Fish,2,3,5,7,3,5,2,1,3,4,5,8,10,8,3,3,8,I,true
503953746,15,Female,A small town or suburban area,,Cat,,,0,1,9,1,4,0,2,3,4,1,5,10,1,7,1,4,0,P,true
5214201961,21,Male,A farm,,,,,8,9,4,4,5,4,4,5,2,3,1,2,2,5,9,4,1,F,true
1966531011,17,Male,A City,,,,,4,7,5,5,3,8,3,5,4,2,1,7,9,10,9,4,2,P,true
755696515,20,Male,A farm,,,,,2,8,6,4,0,0,4,5,1,2,3,3,2,0,0,0,0,I,true
1607626746,22,Male,A City,,,,,1,9,0,10,4,0,1,5,2,3,4,4,6,10,9,5,4,F,true
6017498807,18,Female,A farm,,,,,8,2,5,5,3,9,5,2,3,1,4,9,10,4,0,3,8,P,true
8940536035,23,Male,A City,,,,,5,5,2,8,3,9,1,5,2,3,4,7,0,10,8,4,3,P,true
9112582765,24,Male,A small town or suburban area,,,,,6,10,1,10,6,5,1,5,2,3,4,6,1,6,10,7,0,F,true
4180360930,25,Male,A small town or suburban area,,,,,1,2,4,8,3,10,4,1,3,2,5,0,1,2,6,3,1,I,true
7284676353,22,Female,A City,,Cat,,,7,5,10,8,4,5,1,3,4,5,2,10,9,8,7,4,8,F,true
1083056377,20,Male,A rural area,,Cat,,,6,9,6,9,3,10,1,5,2,4,3,3,2,4,3,4,1,I,true
6481907791,19,Male,A City,,,,,0,7,3,1,4,8,3,4,1,5,2,6,5,9,4,5,8,P,true
1632997738,20,Female,A farm,,,,Fish,6,2,6,8,5,0,4,2,1,3,5,8,3,5,6,5,9,P,true
9920430490,22,Male,A City,Dog,Cat,,,9,5,7,4,5,6,1,5,4,3,2,10,5,6,0,6,9,F,true
7941559534,21,Male,A City,,,,,6,4,10,8,4,6,4,3,2,5,1,9,10,9,4,3,1,F,true
7668701759,16,Female,A City,,Cat,,,6,0,2,1,3,8,4,5,2,3,1,9,4,3,4,2,2,I,true
1629031007,25,Male,A small town or suburban area,,,,,7,3,5,1,5,9,5,1,4,2,3,5,0,1,7,6,2,I,true
3439493458,24,Male,A farm,,,Bird,,1,7,0,4,4,2,4,5,2,3,1,0,1,6,7,4,4,F,true
5364367761,20,Male,A City,Dog,Cat,,,1,7,5,5,6,2,5,2,3,1,4,4,0,4,8,7,5,I,true
2736496278,16,Female,A rural area,,,,Fish,0,10,5,4,5,6,5,3,4,2,1,0,0,8,8,5,10,P,true
7386948289,17,Female,A small town or suburban area,Dog,,,,9,1,7,7,6,7,4,5,1,2,3,5,2,2,1,4,7,F,false
3258625073,21,Female,A small town or suburban area,,,,,9,9,9,6,5,7,1,4,2,3,5,2,4,1,3,5,0,P,true
3458252619,25,Male,A City,,,,Fish,7,7,7,3,4,8,4,1,5,2,3,4,5,10,9,3,3,I,true
1338121118,25,Female,A City,,,,,6,0,10,5,0,0,4,5,3,2,1,3,2,7,5,0,0,P,true
8793173925,17,Female,A small town or suburban area,,,,,9,8,3,10,3,10,1,4,2,5,3,0,7,3,1,2,7,I,true
199527950,17,Male,A small town or suburban area,,,,,8,0,8,5,4,10,4,5,2,3,1,10,3,3,7,3,8,F,true
606783437,21,Female,A rural area,,,,,1,0,3,9,6,2,4,3,2,1,5,6,1,10,4,7,1,I,true
4630538262,18,Female,A small town or suburban area,,Cat,,,5,1,8,9,4,5,2,5,1,3,4,0,5,6,5,4,0,F,true
4773179236,17,Female,A City,Dog,,,,5,1,7,5,3,6,3,4,2,5,1,2,6,2,0,4,9,P,true
8573502125,21,Male,A City,,,,,9,7,0,1,5,5,5,4,3,2,1,1,2,0,6,5,1,I,true
6347692837,24,Female,A small town or suburban area,Dog,,,,9,5,3,9,3,1,2,1,4,3,5,1,4,2,6,3,8,P,true
4860567101,21,Male,A City,,,,,8,3,5,6,4,7,1,5,2,3,4,10,8,8,0,4,5,F,true
2915534689,21,Male,A City,,,,,4,2,4,0,4,9,2,4,1,5,3,3,5,1,5,3,5,P,true
2099537327,16,Female,A City,,,,Fish,5,1,7,2,5,9,1,4,5,3,2,7,7,1,4,5,4,I,true
971207283,22,Male,A rural area,,,,,6,3,1,3,5,7,4,1,5,2,3,2,0,7,10,5,5,F,true
6174552668,25,Male,A City,,Cat,,,1,6,10,9,6,2,2,3,4,1,5,2,1,0,6,6,8,F,true
5957743534,15,Male,A farm,,,,,10,0,1,2,4,2,3,4,5,2,1,8,9,0,10,3,8,F,true
5951026608,17,Male,A City,Dog,Cat,,,10,9,3,6,5,4,4,5,1,2,3,7,7,8,9,4,9,I,true
537432413,17,Male,A small town or suburban area,,,,,10,10,4,8,4,4,4,1,3,2,5,1,6,3,1,3,1,I,false
8844614499,19,Female,A small town or suburban area,,,,Fish,8,4,7,8,4,3,5,4,2,1,3,4,6,10,7,3,8,P,true
3712265621,16,Male,A rural area,,Cat,,,6,3,1,0,4,0,5,4,1,2,3,1,1,9,10,5,5,P,true
9353441009,22,Male,A small town or suburban area,,,,,9,5,0,0,4,6,2,5,3,1,4,7,3,5,1,4,6,I,true
2508115111,17,Female,A City,,,,,1,0,7,9,5,0,2,3,4,1,5,0,7,2,10,4,5,F,true
603853268,19,Male,A farm,,,,Fish,8,2,9,1,0,0,5,4,1,3,2,9,5,0,6,0,0,P,true
6850782786,19,Male,A City,Dog,,Bird,Fish,7,7,1,2,6,3,4,1,3,2,5,4,1,10,9,5,3,P,true
7956445473,25,Female,A City,Dog,,,,1,4,3,7,4,4,4,1,3,2,5,5,4,2,4,5,5,I,true
4449222488,21,Male,A small town or suburban area,,Cat,,,0,5,1,8,5,10,5,4,2,1,3,1,3,10,0,4,8,F,true
4534234590,18,Female,A City,Dog,,,,0,0,10,0,5,4,1,5,4,2,3,8,5,10,5,5,7,F,true
1424104948,22,Male,A City,,,,,4,5,9,3,5,1,1,5,4,2,3,6,4,5,9,6,3,F,true
4623338901,22,Male,A farm,Dog,Cat,,,1,9,2,5,0,0,4,5,1,3,2,10,0,0,0,0,0,P,true
8146394407,16,Male,A City,Dog,,,,9,1,3,10,5,2,1,5,3,4,2,9,0,4,6,6,7,P,true
9025891749,24,Female,A City,,,,,5,0,3,1,4,0,3,4,5,1,2,1,6,9,6,3,9,I,true
5128283631,16,Male,A rural area,,,,,0,5,7,5,6,8,5,3,1,2,4,8,1,7,6,6,5,I,true
8886692360,15,Male,A City,,,,,4,3,1,10,5,0,5,2,1,3,4,9,7,6,1,5,7,F,true
7111798152,16,Female,A City,Dog,,,,8,10,0,2,4,5,3,5,1,2,4,5,2,7,7,3,2,P,true
9603371219,24,Male,A City,,,,,3,3,10,9,5,4,5,4,3,2,1,9,3,7,1,6,9,I,true
498555246,25,Female,A farm,,,Bird,,9,8,0,3,6,10,4,3,5,2,1,0,2,1,6,5,10,F,true
1268608625,17,Female,A small town or suburban area,,Cat,,,6,8,10,8,5,0,4,5,2,3,1,10,4,10,3,5,0,I,true
1689544538,22,Female,A farm,Dog,,,,4,7,10,6,5,6,3,4,5,2,1,7,10,5,3,5,10,P,false
7560499440,17,Male,A City,,,,,4,4,1,4,5,1,5,3,2,1,4,0,6,9,4,4,2,I,true
3078797701,24,Male,A small town or suburban area,Dog,,,,9,3,2,8,4,4,3,4,5,1,2,1,8,2,8,5,5,I,true
2131893732,18,Female,A City,Dog,Cat,,,10,7,1,6,4,8,1,3,5,2,4,9,6,2,5,3,3,F,true
5320976455,15,Female,A farm,,,,,2,10,7,4,0,0,4,5,3,2,1,7,9,4,8,0,0,F,true
7534538949,25,Female,A small town or suburban area,,Cat,,,10,10,8,9,5,4,5,3,2,1,4,3,7,2,7,6,5,P,true
7261029677,24,Female,A small town or suburban area,,Cat,,,2,8,6,3,6,6,4,3,1,5,2,8,4,4,7,7,0,P,true
5000892793,17,Female,A City,Dog,Cat,,Fish,7,5,6,3,6,6,1,5,4,2,3,9,0,3,6,5,6,P,true
3817157135,24,Male,A rural area,,,,,8,4,2,9,4,1,5,1,4,3,2,7,5,2,7,5,3,I,true
7364326822,16,Male,A small town or suburban area,Dog,,,,10,5,4,10,4,4,2,1,5,4,3,6,6,5,6,5,10,F,true
861619259,16,Male,A City,,,,Fish,1,2,0,4,6,9,1,5,2,4,3,8,0,10,2,6,4,F,true
5639211623,22,Male,A City,Dog,Cat,,,1,7,8,10,4,5,5,3,2,4,1,7,9,2,5,4,3,P,true
8847268628,17,Male,A rural area,,,,,0,4,5,3,0,0,5,4,1,3,2,4,6,4,1,0,0,I,true
7084886161,21,Female,A City,,,Bird,,1,0,0,0,4,2,4,3,5,2,1,5,10,6,2,4,10,P,true
5582076557,23,Female,A farm,,,,,1,10,8,7,5,2,2,3,4,1,5,5,4,1,3,4,10,F,false
2914563096,19,Female,A City,Dog,,,,3,4,9,0,4,0,4,5,2,3,1,8,10,7,6,4,8,F,true
6534226736,21,Female,A farm,,,,,3,3,0,8,6,5,5,3,4,2,1,6,1,8,2,7,5,P,true
1163051179,24,Female,A City,,Cat,,,6,0,1,4,4,3,4,3,1,2,5,5,4,6,8,5,4,I,true
5610395963,15,Male,A small town or suburban area,,,,,0,2,1,5,0,0,4,5,2,3,1,6,5,9,2,0,0,I,true
69371289,17,Male,A small town or suburban area,,,,,8,5,9,9,3,5,4,2,5,1,3,3,7,9,5,2,0,I,true
2886636331,22,Male,A farm,,Cat,,,5,6,8,8,4,0,5,4,3,2,1,1,4,5,7,3,8,P,true
9542875755,20,Male,A rural area,Dog,Cat,,,1,3,10,9,4,7,5,3,1,2,4,7,1,7,8,3,1,F,true
7264679674,19,Female,A farm,,Cat,,,2,5,7,7,4,4,2,3,5,1,4,5,7,10,7,5,4,P,true
2139314883,23,Female,A City,Dog,,,,6,1,8,3,4,8,4,2,3,1,5,2,5,6,9,4,6,I,true
4841796299,25,Male,A rural area,,,,,2,0,6,3,6,3,5,4,3,1,2,5,9,9,0,5,8,F,true
7301246738,25,Male,A City,Dog,Cat,,,1,10,10,1,5,2,4,2,5,1,3,9,9,10,3,5,10,F,true
5461207726,22,Male,A small town or suburban area,,,Bird,,9,4,5,10,5,3,5,2,1,3,4,9,8,6,0,4,0,I,true
4706743690,20,Female,A City,Dog,,,,3,3,2,1,4,6,2,1,4,3,5,2,2,1,9,3,3,P,true
888572661,24,Male,A small town or suburban area,,Cat,,,9,0,5,9,4,1,3,4,2,5,1,3,2,6,0,5,3,I,true
9438190478,18,Female,A rural area,Dog,,,,7,8,8,2,5,10,5,4,2,1,3,3,1,0,4,4,3,P,true
3176892865,22,Female,A small town or suburban area,,,,,7,10,4,2,5,0,2,5,4,1,3,8,6,2,9,5,10,F,true
9062954294,22,Female,A City,Dog,Cat,,,7,8,10,4,5,3,4,1,2,3,5,4,0,0,5,5,10,F,true
412105736,17,Male,A farm,,,,,3,5,8,2,5,10,2,3,4,1,5,4,8,6,3,6,6,I,true
8349438095,25,Male,A small town or suburban area,,,,,3,5,10,1,4,7,1,5,2,4,3,9,5,9,0,3,0,P,true
6296704555,23,Male,A City,,,,,7,6,10,3,4,5,3,4,2,1,5,10,2,10,6,3,2,F,true
3580026309,22,Male,A rural area,Dog,,,,6,6,7,3,4,10,4,3,2,5,1,6,0,3,7,4,1,P,true
6450620130,20,Male,A City,Dog,Cat,Bird,,10,0,5,3,5,2,3,4,2,5,1,0,0,2,10,4,6,I,false
7416385556,23,Male,A small town or suburban area,,,,,6,0,10,4,6,5,4,2,5,1,3,5,10,7,2,7,4,F,true
5585291483,19,Male,A small town or suburban area,Dog,Cat,,,7,9,2,8,4,10,2,4,1,3,5,6,9,6,1,3,2,P,true
967878317,18,Male,A small town or suburban area,,,,,9,2,4,1,5,4,2,5,3,4,1,6,7,9,4,6,8,I,true
5202656681,25,Female,A small town or suburban area,,,,,2,5,5,6,5,5,5,1,2,3,4,2,6,4,2,5,10,P,true
5842283880,16,Female,A rural area,,,,,3,4,8,9,5,0,4,5,1,2,3,7,2,1,4,5,7,I,true
361727713,15,Female,A City,,,,,6,9,8,0,4,1,4,2,5,1,3,3,6,5,1,3,6,F,true
3511064643,20,Male,A small town or suburban area,,,,,9,8,6,9,4,7,4,2,5,1,3,3,7,0,10,5,2,I,true
8813044629,17,Female,A small town or suburban area,,,,,5,7,7,3,4,8,5,2,3,1,4,5,3,3,1,3,7,P,true
9947365876,16,Female,A City,,,,,0,8,2,4,6,5,5,1,4,3,2,6,7,10,6,6,3,P,true
3564173234,23,Male,A City,,,,,2,9,6,6,5,5,3,5,2,4,1,10,3,7,3,6,7,F,true
9837746578,19,Male,A small town or suburban area,Dog,,,,6,6,7,6,6,3,4,5,3,2,1,5,5,1,4,7,2,I,true
9341808762,19,Male,A rural area,,,,,7,2,5,9,4,0,5,1,4,3,2,2,7,3,9,3,9,F,true
5422219582,24,Male,A City,Dog,,,Fish,5,2,1,5,5,4,1,4,2,3,5,8,3,8,2,6,6,F,true
929882517,17,Female,A City,,,,,4,3,9,4,6,6,4,5,2,1,3,8,5,5,6,7,5,I,true
5597471096,18,Female,A City,,,,,8,1,9,2,5,3,5,4,3,2,1,7,5,2,2,5,0,P,true
7238408932,16,Male,A small town or suburban area,,,,,3,5,9,7,3,6,3,5,2,4,1,9,1,3,3,4,9,I,true
3644574894,25,Female,A farm,,,,,9,8,8,1,5,5,2,4,1,5,3,8,0,3,5,3,2,F,true
9684450672,24,Male,A small town or suburban area,,,,,3,2,4,0,5,10,1,4,3,2,5,4,5,2,4,6,1,P,true
1159618068,25,Male,A City,,Cat,,,5,5,9,8,4,1,5,1,3,2,4,3,3,10,8,4,2,P,false
8480882886,19,Male,A City,,,,,5,1,4,7,0,0,4,5,1,3,2,8,7,8,2,0,0,I,false
4813239523,20,Female,A small town or suburban area,Dog,,,,4,5,3,7,5,9,1,4,3,2,5,9,8,7,8,5,2,F,true
9220088697,24,Male,A City,,,,,9,10,0,4,4,9,5,3,4,2,1,3,9,10,7,3,10,I,true
1114323162,16,Female,A farm,,,,,10,8,6,1,5,9,1,4,2,3,5,0,3,3,10,5,4,F,true
5687523321,17,Male,A rural area,,,,,8,3,3,5,4,0,1,3,5,2,4,7,5,4,1,4,1,P,true
3945280746,15,Female,A City,,,,,9,7,1,4,3,2,5,3,1,4,2,8,0,7,8,3,2,F,true
2773033417,16,Male,A small town or suburban area,,Cat,,,3,9,1,4,5,7,1,3,4,2,5,10,6,10,0,4,6,I,false
1197646316,24,Male,A City,Dog,,,,5,9,5,9,6,7,5,1,3,4,2,10,7,9,2,7,9,P,true
6645426242,18,Female,A City,,,,,7,8,2,8,3,10,5,4,2,3,1,7,0,4,8,4,9,I,true
2695903368,22,Female,A City,,,,,6,10,10,7,6,2,4,1,2,3,5,9,8,0,10,6,10,F,true
8409504084,24,Female,A small town or suburban area,Dog,,Bird,,4,1,8,10,5,5,3,5,2,1,4,4,5,9,6,5,0,P,true
2176882131,25,Male,A City,,,,,0,7,6,4,6,9,1,5,3,2,4,5,10,6,7,5,4,P,true
7525821635,19,Female,A small town or suburban area,,,,,1,6,4,4,5,2,5,2,3,4,1,7,8,4,0,6,10,F,true
7509955344,19,Male,A City,,,,,4,4,3,3,5,5,1,4,5,2,3,10,1,0,7,4,4,P,true
5271629933,25,Female,A City,,Cat,,Fish,3,7,5,10,5,6,2,1,4,5,3,6,4,5,9,5,9,I,true
1328029185,17,Male,A City,Dog,,,Fish,0,2,10,10,4,4,5,1,2,3,4,4,4,3,9,4,6,F,true
4624124309,20,Female,A small town or suburban area,,Cat,,,2,6,6,6,4,9,4,3,1,5,2,8,3,6,6,4,4,I,true
1048899088,19,Male,A small town or suburban area,,,,,6,1,3,7,3,5,4,3,2,5,1,5,4,10,3,3,1,I,true
5140400887,15,Male,A City,,,,,9,6,10,3,5,5,1,5,4,3,2,7,5,2,5,5,6,P,true
1488864584,21,Female,A rural area,,,,,2,5,0,6,5,5,1,4,2,3,5,8,8,5,10,6,10,F,true
102771488,17,Male,A City,,,,Fish,9,4,9,6,3,9,1,4,3,5,2,1,7,9,0,4,2,F,true
2044556862,21,Male,A City,Dog,,,,1,4,7,7,4,4,5,1,2,3,4,6,0,0,7,5,5,P,true
