mturkcode,q1,q9,q10_1_text,q10_2_text,q10_3_text,q10_4_text,q10_5_text,q10_6_text,q8,q11_1_text,q11_2_text,q11_3_text,q11_4_text,q11_5_text,q11_6_text,video_type,attention_correct
4992544576,15,Female,6,4,9,7,5,4,Use of irrigation in agriculture,8,10,2,8,4,7,I,true
3612900092,17,Female,10,4,2,8,4,0,Use of animals in agriculture,4,7,9,1,4,0,F,true
3025834569,23,Male,4,5,1,10,5,3,Use of animals in agriculture,1,5,1,6,5,8,F,true
8525639595,19,Female,2,10,2,2,4,3,Use of animals in agriculture,8,5,7,8,5,8,F,true
2826826004,21,Female,9,8,8,2,4,8,Use of animals in agriculture,8,4,3,6,4,0,P,true
4297207505,15,Female,8,7,5,3,4,0,Use of irrigation in agriculture,9,8,9,6,5,3,I,true
3444540766,21,Female,7,6,1,4,5,2,Use of irrigation in agriculture,6,5,6,6,5,8,I,true
3598615857,18,Female,3,0,4,5,5,2,Use of animals in agriculture,5,6,5,6,3,5,F,true
1496306131,15,Male,9,7,3,3,6,4,Use of irrigation in agriculture,0,3,2,1,5,3,I,true
232645212,24,Female,5,9,9,7,5,4,Use of animals in agriculture,0,3,3,5,5,10,P,true
8007507021,18,Female,1,3,4,4,4,6,Use of animals in agriculture,1,4,8,10,3,6,P,true
6703432146,18,Female,1,8,0,3,4,5,Use of animals in agriculture,9,9,4,3,3,0,P,true
1467148000,23,Female,3,7,9,8,4,8,Use of animals in agriculture,10,9,0,5,5,10,F,true
2750307638,18,Male,3,5,5,10,4,10,Use of irrigation in agriculture,2,7,0,5,5,9,I,true
9302505902,21,Male,8,10,10,1,4,2,Use of irrigation in agriculture,10,0,8,7,3,3,I,true
4688192405,25,Male,5,9,0,9,5,2,Use of animals in agriculture,4,2,2,1,3,7,F,true
5136931817,24,Female,5,10,4,1,0,0,Use of animals in agriculture,9,0,7,2,0,0,P,true
1077099246,25,Female,3,5,4,6,4,7,Use of animals in agriculture,2,0,8,3,5,3,P,true
7922574593,19,Female,7,9,8,7,4,8,Use of irrigation in agriculture,7,7,2,0,4,4,I,true
6036404,19,Male,6,6,1,10,5,8,Use of animals in agriculture,3,4,0,5,5,8,F,true
5089180530,17,Male,9,6,8,1,3,5,Use of animals in agriculture,4,10,8,3,5,5,P,true
8091238359,20,Female,5,7,8,0,5,0,Use of animals in agriculture,2,3,9,6,5,5,P,true
2531391191,24,Female,9,8,1,8,4,2,Use of irrigation in agriculture,3,9,4,5,5,7,I,true
4467358649,25,Male,7,5,6,8,4,4,Use of irrigation in agriculture,4,3,0,0,5,1,I,true
6925057959,16,Male,4,2,4,10,5,8,Use of animals in agriculture,10,5,0,9,4,7,F,true
3017969965,25,Female,7,8,1,9,0,0,Use of animals in agriculture,6,7,10,5,0,0,F,true
7111829947,15,Male,8,1,10,6,4,8,Use of animals in agriculture,8,10,9,4,6,2,P,true
5657510892,15,Male,9,7,5,7,5,4,Use of animals in agriculture,9,7,5,2,4,7,F,true
8883449034,17,Male,1,3,8,3,6,4,Use of animals in agriculture,9,2,7,9,6,3,P,true
9068409046,15,Female,3,1,8,5,3,6,Use of irrigation in agriculture,5,5,1,2,4,0,I,true
1127505907,15,Female,1,8,10,7,5,5,Use of animals in agriculture,0,3,0,3,3,7,F,true
1385763920,19,Male,5,3,8,10,5,2,Use of animals in agriculture,7,2,2,8,3,10,P,true
7568757217,18,Male,2,3,5,1,6,5,Use of animals in agriculture,1,8,7,1,4,0,P,true
411622393,24,Female,1,2,0,7,4,10,Use of irrigation in agriculture,1,3,1,6,4,7,I,true
8740305448,22,Male,10,3,6,6,4,7,Use of animals in agriculture,7,2,0,8,3,8,F,true
7514317813,16,Male,0,5,5,6,5,8,Use of animals in agriculture,3,5,10,7,4,0,P,true
3954776381,17,Female,0,4,10,8,6,10,Use of animals in agriculture,7,8,3,9,5,7,F,true
1769090704,20,Male,9,0,5,1,4,2,Use of irrigation in agriculture,3,10,10,10,5,9,I,true
7869037389,24,Female,0,0,1,5,4,4,Use of irrigation in agriculture,2,4,6,1,4,4,I,true
6916130930,24,Female,4,3,5,4,4,8,Use of animals in agriculture,9,3,7,5,5,1,F,true
2977001504,23,Male,7,4,0,4,5,8,Use of animals in agriculture,0,7,2,6,3,2,P,true
5675302543,19,Female,8,3,7,5,3,5,Use of animals in agriculture,1,8,0,10,5,7,F,true
9600782603,18,Female,0,4,1,8,5,9,Use of animals in agriculture,10,4,1,8,4,1,P,true
9402548931,18,Female,1,6,8,4,3,3,Use of animals in agriculture,9,5,9,0,4,9,P,true
8975526173,19,Female,2,0,10,6,3,10,Use of irrigation in agriculture,1,5,3,4,4,7,I,true
2785548120,24,Male,10,4,6,10,5,3,Use of animals in agriculture,2,1,2,10,6,5,F,true
4516146988,24,Female,6,5,1,5,4,5,Use of animals in agriculture,2,7,0,9,6,1,P,true
1662922552,19,Female,7,5,8,2,4,8,Use of animals in agriculture,0,6,3,6,3,8,F,true
8103456869,16,Male,2,0,2,1,4,5,Use of irrigation in agriculture,10,2,5,7,4,9,I,true
658084130,21,Male,5,5,9,8,5,7,Use of animals in agriculture,9,2,0,10,5,2,P,true
3025957290,22,Female,1,1,2,2,4,7,Use of irrigation in agriculture,3,4,4,3,3,9,I,true
173648246,19,Male,4,5,9,4,4,10,Use of animals in agriculture,9,0,10,2,5,9,F,true
5237438115,24,Male,4,1,2,0,4,2,Use of animals in agriculture,6,10,2,5,5,9,F,true
2804652433,22,Male,0,9,7,9,5,1,Use of irrigation in agriculture,9,7,5,4,5,9,I,true
3521442739,16,Male,9,9,6,0,4,7,Use of irrigation in agriculture,7,8,10,2,6,8,I,true
2360347378,16,Male,2,9,7,7,5,2,Use of animals in agriculture,10,0,5,7,4,7,F,true
6766830431,24,Male,4,5,10,8,4,7,Use of animals in agriculture,4,6,10,1,6,0,F,true
7776868138,16,Female,10,2,2,8,3,2,Use of animals in agriculture,4,2,8,7,5,4,P,true
4207358816,22,Female,2,7,4,10,6,0,Use of animals in agriculture,1,2,8,0,4,6,P,true
6678920434,23,Female,6,4,7,0,3,1,Use of animals in agriculture,6,7,3,6,4,6,P,true
5152543159,24,Male,6,10,4,6,4,9,Use of animals in agriculture,9,6,3,5,5,2,P,true
6978234876,20,Female,1,2,0,5,5,10,Use of animals in agriculture,0,10,10,7,4,8,F,true
6278869844,24,Male,1,4,5,9,5,2,Use of animals in agriculture,4,10,5,9,3,1,F,true
759501908,18,Female,7,10,3,1,4,6,Use of animals in agriculture,6,8,5,5,5,5,F,true
9551937812,16,Male,0,5,9,8,5,4,Use of animals in agriculture,0,1,8,9,4,1,P,true
4265470537,21,Male,0,3,0,8,6,2,Use of animals in agriculture,6,0,1,6,5,7,P,true
9917603991,18,Female,4,3,7,8,4,6,Use of irrigation in agriculture,0,8,10,2,3,10,I,true
7740898379,20,Female,1,4,8,1,4,10,Use of animals in agriculture,7,2,7,3,3,9,P,true
5560855749,20,Male,10,3,9,8,5,7,Use of animals in agriculture,5,0,9,0,4,2,F,true
7876342278,23,Male,1,3,2,3,3,9,Use of irrigation in agriculture,5,7,6,6,5,9,I,true
5809566820,22,Female,2,4,7,7,5,4,Use of irrigation in agriculture,3,6,6,4,6,7,I,true
271266768,17,Male,1,0,2,6,5,9,Use of animals in agriculture,8,5,0,8,3,7,F,true
1563853621,25,Female,4,0,1,5,6,6,Use of animals in agriculture,4,1,8,8,3,6,P,true
5011338456,20,Male,2,7,9,10,4,2,Use of animals in agriculture,3,4,5,4,6,1,F,true
5602767295,24,Female,6,7,10,8,6,5,Use of animals in agriculture,0,8,4,6,6,7,F,true
9107124968,22,Female,6,1,9,4,4,5,Use of animals in agriculture,8,5,2,10,5,7,P,true
3493235511,16,Male,4,1,4,9,3,8,Use of animals in agriculture,9,5,9,3,5,7,P,true
803100303,15,Male,6,4,0,2,5,1,Use of irrigation in agriculture,9,0,10,7,5,0,I,true
2613515551,15,Male,1,9,3,9,6,1,Use of irrigation in agriculture,7,7,0,7,3,0,I,true
956962718,19,Female,4,4,8,7,5,6,Use of animals in agriculture,2,5,4,3,4,7,P,true
1125834700,23,Female,9,1,4,5,5,0,Use of irrigation in agriculture,3,3,10,10,4,10,I,true
7143591707,20,Male,0,3,6,1,5,4,Use of animals in agriculture,8,4,2,2,4,4,F,true
8915511937,19,Male,4,7,9,8,5,1,Use of irrigation in agriculture,2,10,0,0,4,1,I,true
3045156244,22,Male,4,8,9,9,6,1,Use of animals in agriculture,8,4,0,10,4,8,F,true
5901056407,23,Male,4,0,9,7,5,6,Use of animals in agriculture,4,5,9,3,5,8,P,true
7308236705,20,Female,9,8,6,5,5,5,Use of animals in agriculture,9,7,8,7,3,6,P,true
1609491058,16,Male,4,2,8,7,4,0,Use of animals in agriculture,0,0,4,10,3,5,P,true
7784527968,25,Female,4,0,3,9,6,2,Use of irrigation in agriculture,2,6,2,5,4,5,I,true
3278860575,25,Male,7,3,10,4,4,6,Use of animals in agriculture,1,6,3,10,5,1,F,true
8104701749,24,Male,0,0,5,9,4,2,Use of animals in agriculture,3,6,10,7,4,0,P,true
2178382435,22,Male,0,0,7,2,5,6,Use of animals in agriculture,0,2,6,0,4,2,F,true
271258032,25,Female,10,2,4,6,6,6,Use of irrigation in agriculture,8,9,9,2,5,1,I,true
819195196,25,Male,0,8,1,0,3,7,Use of animals in agriculture,5,2,1,6,5,4,F,true
6492129624,25,Female,8,6,5,5,3,5,Use of irrigation in agriculture,4,4,8,9,5,3,I,true
3363185408,17,Female,3,7,10,7,5,10,Use of animals in agriculture,7,5,1,9,4,2,P,true
2493191976,15,Male,9,3,1,2,3,5,Use of animals in agriculture,3,7,0,7,5,8,F,true
1724882768,15,Male,8,8,7,8,4,5,Use of irrigation in agriculture,2,5,0,4,5,7,I,true
